review_id,customer_id,restaurant_id,order_id,review_date,rating,sentiment,review_text,service_score,food_score,cleanliness_score,will_return
7862,9727,8771,19980,2025-06-28,5,positive,The restaurant had clean place. Cuisine was japanese style. I ordered Vegan Shawarma and the experience was positive.,5,4,4,1
7863,10793,10636,19982,2025-03-19,3,neutral,The restaurant had okay for quick lunch. Cuisine was seafood style. I ordered Milkshake and the experience was neutral.,3,2,2,0
7864,2667,3576,19983,2024-12-11,5,positive,The restaurant had fast delivery. Cuisine was japanese style. I ordered Bao Bun and the experience was positive.,4,5,5,1
7865,4990,684,19984,2025-02-05,3,neutral,The restaurant had standard menu. Cuisine was indian style. I ordered Shakshuka and the experience was neutral.,2,4,4,0
7866,2707,3360,19986,2025-11-25,4,positive,The restaurant had great atmosphere. Cuisine was italian style. I ordered Greek Salad and the experience was positive.,4,5,4,1
7867,9226,8432,19992,2024-09-11,3,neutral,The restaurant had nothing special. Cuisine was pizza style. I ordered Quinoa Salad and the experience was neutral.,2,4,3,0
7868,1015,5150,19995,2025-01-02,4,positive,The restaurant had fast delivery. Cuisine was thai style. I ordered Calamari and the experience was positive.,5,4,5,1
7869,12147,3787,19997,2024-01-18,4,positive,The restaurant had excellent service. Cuisine was seafood style. I ordered Avocado Toast and the experience was positive.,5,5,5,1
7870,6986,7461,20001,2025-07-03,4,positive,The restaurant had high value for money. Cuisine was greek style. I ordered Salmon Roll and the experience was positive.,3,3,3,1
7871,3916,8194,20002,2025-09-02,4,positive,The restaurant had friendly staff. Cuisine was thai style. I ordered Cheeseburger and the experience was positive.,3,3,3,1
7872,5819,10291,20006,2024-01-12,4,positive,The restaurant had fresh ingredients. Cuisine was seafood style. I ordered Avocado Toast and the experience was positive.,3,4,3,1
7873,5176,6778,20007,2024-05-30,5,positive,The restaurant had friendly staff. Cuisine was indian style. I ordered Fried Rice and the experience was positive.,4,4,5,1
7874,8585,10340,20008,2024-03-04,4,positive,The restaurant had great atmosphere. Cuisine was sushi style. I ordered Chocolate Cake and the experience was positive.,5,3,3,1
7875,9576,10375,20013,2024-05-15,4,positive,The restaurant had fresh ingredients. Cuisine was asian style. I ordered Naan and the experience was positive.,4,4,5,1
7876,6512,10961,20015,2024-10-07,5,positive,The restaurant had delicious food. Cuisine was israeli style. I ordered Guacamole and the experience was positive.,4,5,5,1
7877,4185,6690,20018,2024-04-19,4,positive,The restaurant had high value for money. Cuisine was israeli style. I ordered Fish & Chips and the experience was positive.,3,3,3,1
7878,14923,9139,20019,2024-02-24,3,neutral,The restaurant had average experience. Cuisine was israeli style. I ordered Burrito and the experience was neutral.,4,2,3,0
7879,11212,6377,20021,2025-05-11,3,neutral,The restaurant had standard menu. Cuisine was mediterranean style. I ordered Nigiri Set and the experience was neutral.,4,4,3,0
7880,14612,9880,20024,2025-08-25,5,positive,The restaurant had high value for money. Cuisine was indian style. I ordered Hummus Plate and the experience was positive.,5,5,5,1
7881,8732,4276,20027,2024-06-06,4,positive,The restaurant had recommended for dinner. Cuisine was cafe style. I ordered Smoothie Bowl and the experience was positive.,4,3,5,1
7882,220,1675,20031,2024-10-06,4,positive,The restaurant had fast delivery. Cuisine was italian style. I ordered Croissant and the experience was positive.,4,4,5,1
7883,9947,9909,20032,2024-05-15,2,negative,The restaurant had noisy place. Cuisine was steakhouse style. I ordered Biryani and the experience was negative.,3,1,2,0
7884,12369,3257,20035,2025-11-28,3,neutral,The restaurant had good location. Cuisine was israeli style. I ordered Lasagna and the experience was neutral.,4,2,3,0
7885,6785,3042,20038,2024-02-02,4,positive,The restaurant had clean place. Cuisine was italian style. I ordered Quesadilla and the experience was positive.,4,4,4,1
7886,3384,10791,20042,2025-01-30,3,neutral,The restaurant had reasonable prices. Cuisine was greek style. I ordered Greek Salad and the experience was neutral.,3,3,4,0
7887,4706,8736,20043,2024-10-07,5,positive,The restaurant had recommended for dinner. Cuisine was greek style. I ordered Smoothie Bowl and the experience was positive.,4,4,4,1
7888,6218,9830,20044,2025-02-06,4,positive,The restaurant had excellent service. Cuisine was mexican style. I ordered Ramen and the experience was positive.,5,5,5,1
7889,2294,7567,20045,2024-10-01,4,positive,The restaurant had fresh ingredients. Cuisine was sushi style. I ordered Mango Sticky Rice and the experience was positive.,5,3,4,1
7890,4420,11769,20050,2025-07-30,5,positive,The restaurant had great atmosphere. Cuisine was mediterranean style. I ordered Chicken Burger and the experience was positive.,4,4,4,1
7891,2569,4989,20053,2025-11-20,3,neutral,The restaurant had good location. Cuisine was italian style. I ordered Entrecote and the experience was neutral.,2,2,2,0
7892,8515,11437,20056,2025-03-17,4,positive,The restaurant had fresh ingredients. Cuisine was cafe style. I ordered Sirloin and the experience was positive.,4,5,3,1
7893,9761,2282,20059,2024-04-03,4,positive,The restaurant had recommended for dinner. Cuisine was vegan style. I ordered Lasagna and the experience was positive.,3,5,5,1
7894,10591,10664,20064,2025-08-02,5,positive,The restaurant had fresh ingredients. Cuisine was israeli style. I ordered Shrimp Pasta and the experience was positive.,4,5,5,1
7895,4211,9478,20067,2024-06-07,3,neutral,The restaurant had average experience. Cuisine was sushi style. I ordered Tempura and the experience was neutral.,2,3,3,0
7896,13801,9874,20068,2024-01-11,1,negative,The restaurant had too expensive. Cuisine was thai style. I ordered Entrecote and the experience was negative.,2,1,1,0
7897,2713,499,20070,2024-07-09,5,positive,The restaurant had fast delivery. Cuisine was cafe style. I ordered Churros and the experience was positive.,5,5,4,1
7898,12820,5341,20075,2024-10-04,5,positive,The restaurant had great atmosphere. Cuisine was pizza style. I ordered Noodles and the experience was positive.,4,5,4,1
7899,7231,5857,20076,2025-11-29,2,negative,The restaurant had not clean enough. Cuisine was steakhouse style. I ordered Pasta Alfredo and the experience was negative.,2,3,3,0
7900,12897,1066,20079,2025-06-14,4,positive,The restaurant had clean place. Cuisine was indian style. I ordered Caesar Salad and the experience was positive.,4,4,3,1
7901,6001,9860,20082,2024-03-23,4,positive,The restaurant had clean place. Cuisine was seafood style. I ordered Spring Rolls and the experience was positive.,5,5,3,1
7902,2260,11431,20085,2024-06-17,5,positive,The restaurant had excellent service. Cuisine was sushi style. I ordered Lamb Skewers and the experience was positive.,4,4,5,1
7903,9334,120,20088,2024-05-30,3,neutral,The restaurant had average experience. Cuisine was seafood style. I ordered Butter Chicken and the experience was neutral.,4,2,3,0
7904,14370,9013,20089,2025-09-14,1,negative,The restaurant had noisy place. Cuisine was indian style. I ordered Smoothie Bowl and the experience was negative.,2,1,1,0
7905,157,6848,20098,2025-06-20,5,positive,The restaurant had fast delivery. Cuisine was greek style. I ordered Seafood Paella and the experience was positive.,5,5,4,1
7906,6719,7108,20099,2025-07-13,5,positive,The restaurant had fast delivery. Cuisine was italian style. I ordered Pad Thai and the experience was positive.,5,5,5,1
7907,519,8503,20100,2025-09-17,5,positive,The restaurant had fast delivery. Cuisine was asian style. I ordered Margherita Pizza and the experience was positive.,4,5,5,1
7908,6969,1640,20105,2024-04-30,4,positive,The restaurant had great atmosphere. Cuisine was mediterranean style. I ordered Shrimp Pasta and the experience was positive.,4,3,3,1
7909,4039,8271,20108,2024-03-04,5,positive,The restaurant had friendly staff. Cuisine was mediterranean style. I ordered Croissant and the experience was positive.,4,5,5,1
7910,1611,4806,20109,2024-11-24,4,positive,The restaurant had clean place. Cuisine was thai style. I ordered Fried Rice and the experience was positive.,3,3,4,1
7911,4948,1038,20111,2025-02-18,5,positive,The restaurant had great atmosphere. Cuisine was thai style. I ordered Yakitori and the experience was positive.,5,4,5,1
7912,4559,3150,20112,2024-10-08,5,positive,The restaurant had fresh ingredients. Cuisine was asian style. I ordered Tzatziki and the experience was positive.,4,4,5,1
7913,8715,216,20113,2024-05-17,3,neutral,The restaurant had average experience. Cuisine was vegan style. I ordered Sabich and the experience was neutral.,4,3,3,0
7914,1499,10742,20114,2024-01-26,3,neutral,The restaurant had okay for quick lunch. Cuisine was cafe style. I ordered Seafood Paella and the experience was neutral.,4,3,2,0
7915,6535,8125,20115,2024-06-10,5,positive,The restaurant had recommended for dinner. Cuisine was burger style. I ordered Nigiri Set and the experience was positive.,5,5,4,1
7916,4921,3824,20117,2024-10-17,3,neutral,The restaurant had good location. Cuisine was burger style. I ordered Sirloin and the experience was neutral.,2,2,2,0
7917,426,8640,20118,2025-04-25,4,positive,The restaurant had recommended for dinner. Cuisine was steakhouse style. I ordered Pepperoni Pizza and the experience was positive.,5,4,5,1
7918,10375,11028,20119,2025-06-17,5,positive,The restaurant had fast delivery. Cuisine was steakhouse style. I ordered Salmon Roll and the experience was positive.,5,4,4,1
7919,5827,9379,20124,2024-03-02,5,positive,The restaurant had high value for money. Cuisine was israeli style. I ordered Calzone and the experience was positive.,5,4,4,1
7920,3477,8746,20125,2024-10-13,5,positive,The restaurant had excellent service. Cuisine was cafe style. I ordered Chicken Burger and the experience was positive.,4,5,4,1
7921,11406,5075,20126,2024-09-27,4,positive,The restaurant had excellent service. Cuisine was italian style. I ordered Ramen and the experience was positive.,3,3,5,1
7922,11801,10351,20127,2024-08-23,5,positive,The restaurant had great atmosphere. Cuisine was thai style. I ordered Green Curry and the experience was positive.,5,5,4,1
7923,12987,10990,20135,2025-01-27,4,positive,The restaurant had delicious food. Cuisine was seafood style. I ordered Caesar Salad and the experience was positive.,5,4,5,1
7924,6475,2861,20136,2025-02-11,3,neutral,The restaurant had average experience. Cuisine was vegan style. I ordered Risotto and the experience was neutral.,3,3,3,0
7925,10031,10899,20138,2024-02-15,4,positive,The restaurant had fast delivery. Cuisine was mediterranean style. I ordered Onion Rings and the experience was positive.,3,5,5,1
7926,9426,10573,20140,2025-06-24,3,neutral,The restaurant had reasonable prices. Cuisine was cafe style. I ordered Bao Bun and the experience was neutral.,2,3,3,0
7927,12016,11862,20147,2025-07-05,2,negative,The restaurant had noisy place. Cuisine was asian style. I ordered Souvlaki and the experience was negative.,3,1,3,0
7928,474,10135,20148,2024-10-20,5,positive,The restaurant had fast delivery. Cuisine was cafe style. I ordered Pancakes and the experience was positive.,4,4,5,1
7929,8215,8327,20153,2024-10-03,5,positive,The restaurant had clean place. Cuisine was pizza style. I ordered Ramen and the experience was positive.,5,5,4,1
7930,1187,10886,20156,2024-12-07,5,positive,The restaurant had high value for money. Cuisine was steakhouse style. I ordered Green Curry and the experience was positive.,5,4,4,1
7931,1293,10070,20158,2024-05-12,5,positive,The restaurant had recommended for dinner. Cuisine was israeli style. I ordered Lentil Soup and the experience was positive.,4,4,4,1
7932,10018,2339,20161,2025-08-13,2,negative,The restaurant had slow service. Cuisine was vegan style. I ordered Milkshake and the experience was negative.,2,2,1,0
7933,5007,1603,20163,2024-07-04,1,negative,The restaurant had small portions. Cuisine was cafe style. I ordered Sashimi and the experience was negative.,1,1,1,0
7934,1736,2950,20166,2024-11-21,5,positive,The restaurant had fresh ingredients. Cuisine was israeli style. I ordered Veggie Roll and the experience was positive.,4,4,4,1
7935,12046,1650,20169,2025-09-28,5,positive,The restaurant had high value for money. Cuisine was steakhouse style. I ordered Nigiri Set and the experience was positive.,4,4,4,1
7936,14576,2863,20170,2025-08-20,4,positive,The restaurant had fresh ingredients. Cuisine was israeli style. I ordered Tiramisu and the experience was positive.,5,3,4,1
7937,3955,1963,20171,2025-06-09,2,negative,The restaurant had too expensive. Cuisine was mexican style. I ordered Classic Burger and the experience was negative.,1,3,2,0
7938,9701,3848,20172,2024-03-15,4,positive,The restaurant had fresh ingredients. Cuisine was italian style. I ordered Greek Salad and the experience was positive.,4,3,4,1
7939,7063,292,20176,2025-10-25,1,negative,The restaurant had long waiting time. Cuisine was japanese style. I ordered Onion Rings and the experience was negative.,1,2,2,0
7940,1972,2077,20179,2025-06-15,5,positive,The restaurant had fast delivery. Cuisine was greek style. I ordered Gnocchi and the experience was positive.,4,4,5,1
7941,3383,4051,20183,2025-03-19,4,positive,The restaurant had excellent service. Cuisine was italian style. I ordered Omelette and the experience was positive.,4,5,3,1
7942,10986,9548,20190,2024-03-20,3,neutral,The restaurant had standard menu. Cuisine was mexican style. I ordered Milkshake and the experience was neutral.,4,4,2,0
7943,1749,4872,20191,2024-03-01,5,positive,The restaurant had recommended for dinner. Cuisine was mediterranean style. I ordered Greek Salad and the experience was positive.,5,4,5,1
7944,6771,66,20193,2024-02-16,5,positive,The restaurant had clean place. Cuisine was japanese style. I ordered Sirloin and the experience was positive.,4,4,5,1
7945,3904,11340,20195,2025-01-09,4,positive,The restaurant had clean place. Cuisine was sushi style. I ordered Garlic Bread and the experience was positive.,4,4,4,1
7946,6569,7377,20198,2025-07-28,3,neutral,The restaurant had nothing special. Cuisine was asian style. I ordered Grilled Salmon and the experience was neutral.,3,4,3,0
7947,11722,8202,20199,2024-12-04,5,positive,The restaurant had clean place. Cuisine was thai style. I ordered Quesadilla and the experience was positive.,5,4,5,1
7948,13831,3084,20200,2024-02-06,3,neutral,The restaurant had okay for quick lunch. Cuisine was italian style. I ordered Falafel and the experience was neutral.,3,4,3,0
7949,2927,9586,20205,2025-06-04,5,positive,The restaurant had excellent service. Cuisine was italian style. I ordered Chicken Burger and the experience was positive.,5,4,4,1
7950,7539,10375,20208,2025-04-22,5,positive,The restaurant had great atmosphere. Cuisine was israeli style. I ordered Biryani and the experience was positive.,5,5,4,1
7951,9789,4553,20212,2024-08-16,4,positive,The restaurant had fresh ingredients. Cuisine was vegan style. I ordered Gyros and the experience was positive.,3,3,3,1
7952,6923,7960,20216,2024-01-10,5,positive,The restaurant had fresh ingredients. Cuisine was seafood style. I ordered Lamb Skewers and the experience was positive.,5,4,4,1
7953,11107,7201,20225,2025-12-16,4,positive,The restaurant had clean place. Cuisine was seafood style. I ordered Calzone and the experience was positive.,5,3,4,1
7954,3630,6507,20227,2025-06-16,5,positive,The restaurant had excellent service. Cuisine was indian style. I ordered Margherita Pizza and the experience was positive.,4,5,4,1
7955,11326,749,20229,2025-02-28,2,negative,The restaurant had small portions. Cuisine was asian style. I ordered Lasagna and the experience was negative.,3,1,2,0
7956,13726,3566,20231,2025-05-13,3,neutral,The restaurant had nothing special. Cuisine was pizza style. I ordered Chocolate Cake and the experience was neutral.,2,4,3,0
7957,6578,7379,20233,2024-06-09,4,positive,The restaurant had excellent service. Cuisine was indian style. I ordered Sashimi and the experience was positive.,5,5,5,1
7958,10483,11579,20235,2025-06-24,4,positive,The restaurant had recommended for dinner. Cuisine was steakhouse style. I ordered Caesar Salad and the experience was positive.,5,4,3,1
7959,11844,10459,20242,2025-11-17,3,neutral,The restaurant had okay for quick lunch. Cuisine was pizza style. I ordered Miso Soup and the experience was neutral.,4,4,2,0
7960,13508,5529,20243,2025-01-05,1,negative,The restaurant had not clean enough. Cuisine was burger style. I ordered Gnocchi and the experience was negative.,1,1,1,0
7961,13857,7844,20244,2024-12-19,5,positive,The restaurant had fast delivery. Cuisine was pizza style. I ordered Avocado Toast and the experience was positive.,4,4,5,1
7962,10075,10084,20248,2025-05-15,5,positive,The restaurant had friendly staff. Cuisine was cafe style. I ordered Mushroom Pizza and the experience was positive.,4,4,5,1
7963,4360,1313,20251,2025-12-01,4,positive,The restaurant had delicious food. Cuisine was vegan style. I ordered Quinoa Salad and the experience was positive.,3,4,3,1
7964,5666,9443,20254,2024-10-30,5,positive,The restaurant had fresh ingredients. Cuisine was vegan style. I ordered Dumplings and the experience was positive.,4,5,4,1
7965,13265,6048,20255,2025-06-12,2,negative,The restaurant had small portions. Cuisine was sushi style. I ordered Classic Burger and the experience was negative.,1,1,2,0
7966,10610,2794,20259,2024-01-14,4,positive,The restaurant had excellent service. Cuisine was mexican style. I ordered Risotto and the experience was positive.,4,4,3,1
7967,1554,10837,20262,2024-11-10,4,positive,The restaurant had delicious food. Cuisine was burger style. I ordered Lamb Skewers and the experience was positive.,4,4,3,1
7968,9161,8962,20264,2025-05-27,5,positive,The restaurant had fast delivery. Cuisine was indian style. I ordered Calzone and the experience was positive.,4,4,5,1
7969,1777,2983,20268,2025-02-27,2,negative,The restaurant had slow service. Cuisine was mexican style. I ordered Seafood Paella and the experience was negative.,3,3,1,0
7970,12905,3684,20270,2024-04-22,3,neutral,The restaurant had good location. Cuisine was italian style. I ordered Milkshake and the experience was neutral.,4,4,4,0
7971,13107,576,20276,2024-05-19,5,positive,The restaurant had great atmosphere. Cuisine was italian style. I ordered Vegan Shawarma and the experience was positive.,4,5,4,1
7972,13019,4862,20277,2025-11-23,4,positive,The restaurant had excellent service. Cuisine was mediterranean style. I ordered Margherita Pizza and the experience was positive.,3,5,4,1
7973,13388,5785,20279,2024-07-01,1,negative,The restaurant had food was cold. Cuisine was italian style. I ordered Gnocchi and the experience was negative.,1,1,1,0
7974,4254,2685,20280,2025-04-21,4,positive,The restaurant had clean place. Cuisine was israeli style. I ordered Caesar Salad and the experience was positive.,4,4,5,1
7975,2454,1053,20283,2025-04-09,4,positive,The restaurant had fresh ingredients. Cuisine was cafe style. I ordered Tuna Roll and the experience was positive.,4,4,3,1
7976,6844,9088,20284,2025-08-26,3,neutral,The restaurant had good location. Cuisine was sushi style. I ordered Caesar Salad and the experience was neutral.,4,3,2,0
7977,12272,4405,20286,2025-10-01,4,positive,The restaurant had fresh ingredients. Cuisine was japanese style. I ordered Tempura and the experience was positive.,3,3,3,1
7978,2554,2538,20292,2024-04-15,5,positive,The restaurant had clean place. Cuisine was cafe style. I ordered Pasta Alfredo and the experience was positive.,4,4,5,1
7979,14030,10867,20296,2024-12-17,4,positive,The restaurant had recommended for dinner. Cuisine was seafood style. I ordered Sushi Combo and the experience was positive.,4,5,3,1
7980,2883,3482,20297,2025-01-04,4,positive,The restaurant had clean place. Cuisine was israeli style. I ordered Tempura and the experience was positive.,3,5,4,1
7981,1349,11974,20298,2025-09-14,1,negative,The restaurant had too expensive. Cuisine was italian style. I ordered Fish & Chips and the experience was negative.,2,2,2,0
7982,7030,567,20299,2024-01-24,3,neutral,The restaurant had reasonable prices. Cuisine was thai style. I ordered Risotto and the experience was neutral.,4,4,3,0
7983,2330,5176,20300,2025-06-22,3,neutral,The restaurant had reasonable prices. Cuisine was seafood style. I ordered Garlic Bread and the experience was neutral.,2,4,3,0
7984,14699,3688,20305,2025-05-29,3,neutral,The restaurant had nothing special. Cuisine was pizza style. I ordered Tempura and the experience was neutral.,2,4,4,0
7985,10670,2719,20307,2024-06-10,4,positive,The restaurant had delicious food. Cuisine was pizza style. I ordered Pasta Alfredo and the experience was positive.,4,5,3,1
7986,6406,11156,20315,2025-05-12,5,positive,The restaurant had delicious food. Cuisine was japanese style. I ordered Calzone and the experience was positive.,4,5,5,1
7987,1316,11274,20326,2024-12-15,3,neutral,The restaurant had nothing special. Cuisine was thai style. I ordered Calamari and the experience was neutral.,2,2,3,0
7988,12496,6708,20331,2025-02-05,5,positive,The restaurant had clean place. Cuisine was sushi style. I ordered Milkshake and the experience was positive.,5,5,5,1
7989,915,10330,20338,2025-05-05,4,positive,The restaurant had fast delivery. Cuisine was cafe style. I ordered Gyros and the experience was positive.,4,4,5,1
7990,7455,8050,20339,2025-04-10,4,positive,The restaurant had fresh ingredients. Cuisine was asian style. I ordered Cheeseburger and the experience was positive.,5,4,4,1
7991,14839,3223,20340,2025-11-08,4,positive,The restaurant had fast delivery. Cuisine was mexican style. I ordered Chicken Burger and the experience was positive.,5,5,4,1
7992,7913,1730,20342,2025-11-15,2,negative,The restaurant had too expensive. Cuisine was sushi style. I ordered Massaman Curry and the experience was negative.,1,3,1,0
7993,11451,611,20345,2024-11-06,4,positive,The restaurant had great atmosphere. Cuisine was pizza style. I ordered Paneer Masala and the experience was positive.,4,5,4,1
7994,12480,6534,20346,2024-03-16,3,neutral,The restaurant had reasonable prices. Cuisine was japanese style. I ordered Shakshuka and the experience was neutral.,3,2,3,0
7995,2293,6829,20347,2025-12-17,5,positive,The restaurant had high value for money. Cuisine was asian style. I ordered Hummus Plate and the experience was positive.,4,4,4,1
7996,12907,8214,20349,2025-03-19,5,positive,The restaurant had high value for money. Cuisine was burger style. I ordered Mushroom Pizza and the experience was positive.,5,5,5,1
7997,13446,11368,20352,2024-12-26,3,neutral,The restaurant had good location. Cuisine was thai style. I ordered Croissant and the experience was neutral.,4,2,2,0
7998,10022,6960,20356,2024-05-05,4,positive,The restaurant had delicious food. Cuisine was greek style. I ordered Grilled Salmon and the experience was positive.,3,4,4,1
7999,11753,8428,20359,2025-11-19,5,positive,The restaurant had fast delivery. Cuisine was burger style. I ordered Malabi and the experience was positive.,5,4,4,1
8000,2124,9743,20361,2025-05-02,5,positive,The restaurant had high value for money. Cuisine was japanese style. I ordered Greek Salad and the experience was positive.,5,4,4,1
8001,14638,7674,20362,2024-01-24,5,positive,The restaurant had fast delivery. Cuisine was israeli style. I ordered Mushroom Pizza and the experience was positive.,4,5,4,1
8002,4952,7715,20371,2024-05-14,4,positive,The restaurant had excellent service. Cuisine was cafe style. I ordered Milkshake and the experience was positive.,3,4,3,1
8003,4279,7342,20373,2025-10-13,4,positive,The restaurant had fast delivery. Cuisine was greek style. I ordered Ceviche and the experience was positive.,5,3,3,1
8004,11115,5549,20377,2025-04-22,4,positive,The restaurant had fresh ingredients. Cuisine was mexican style. I ordered Caesar Salad and the experience was positive.,5,3,5,1
8005,476,10134,20380,2025-03-17,5,positive,The restaurant had high value for money. Cuisine was seafood style. I ordered Risotto and the experience was positive.,4,5,4,1
8006,3694,9980,20382,2024-01-15,5,positive,The restaurant had fast delivery. Cuisine was mexican style. I ordered Calzone and the experience was positive.,5,5,5,1
8007,2991,6292,20384,2025-04-23,2,negative,The restaurant had not clean enough. Cuisine was steakhouse style. I ordered Sabich and the experience was negative.,1,1,2,0
8008,7119,11992,20385,2024-06-09,5,positive,The restaurant had clean place. Cuisine was steakhouse style. I ordered Sabich and the experience was positive.,5,5,5,1
8009,12340,3299,20391,2025-10-07,4,positive,The restaurant had recommended for dinner. Cuisine was indian style. I ordered Vegan Burger and the experience was positive.,4,3,3,1
8010,6313,7036,20393,2024-08-04,2,negative,The restaurant had noisy place. Cuisine was steakhouse style. I ordered Greek Salad and the experience was negative.,1,3,2,0
8011,5545,628,20395,2024-07-25,5,positive,The restaurant had excellent service. Cuisine was pizza style. I ordered Tacos and the experience was positive.,4,5,4,1
8012,245,965,20397,2025-07-19,5,positive,The restaurant had high value for money. Cuisine was thai style. I ordered Seafood Paella and the experience was positive.,4,5,5,1
8013,8523,4525,20399,2025-11-16,4,positive,The restaurant had friendly staff. Cuisine was indian style. I ordered Cheesecake and the experience was positive.,5,4,4,1
8014,1981,9464,20400,2025-03-12,3,neutral,The restaurant had reasonable prices. Cuisine was asian style. I ordered Garlic Bread and the experience was neutral.,2,3,3,0
8015,28,343,20402,2024-12-27,4,positive,The restaurant had high value for money. Cuisine was greek style. I ordered Tacos and the experience was positive.,4,5,5,1
8016,7001,11825,20404,2024-04-28,4,positive,The restaurant had excellent service. Cuisine was italian style. I ordered Dumplings and the experience was positive.,5,4,3,1
8017,1295,2930,20405,2024-02-18,5,positive,The restaurant had delicious food. Cuisine was israeli style. I ordered Lentil Soup and the experience was positive.,5,4,5,1
8018,13118,6983,20408,2025-04-28,2,negative,The restaurant had noisy place. Cuisine was asian style. I ordered Omelette and the experience was negative.,1,3,1,0
8019,14904,11663,20411,2025-02-25,5,positive,The restaurant had high value for money. Cuisine was mediterranean style. I ordered Mushroom Pizza and the experience was positive.,5,5,5,1
8020,474,5240,20412,2024-06-16,2,negative,The restaurant had not clean enough. Cuisine was seafood style. I ordered Vegan Shawarma and the experience was negative.,2,1,1,0
8021,8075,6982,20413,2025-03-30,4,positive,The restaurant had great atmosphere. Cuisine was seafood style. I ordered Tuna Roll and the experience was positive.,3,4,4,1
8022,13458,5099,20414,2025-12-11,4,positive,The restaurant had excellent service. Cuisine was seafood style. I ordered Fish & Chips and the experience was positive.,5,5,4,1
8023,6520,2864,20415,2024-04-09,2,negative,The restaurant had not clean enough. Cuisine was israeli style. I ordered Samosa and the experience was negative.,2,2,1,0
8024,2330,3441,20416,2024-11-06,4,positive,The restaurant had fast delivery. Cuisine was burger style. I ordered Lamb Skewers and the experience was positive.,3,5,4,1
8025,4105,10813,20417,2024-09-18,5,positive,The restaurant had fresh ingredients. Cuisine was burger style. I ordered Lasagna and the experience was positive.,4,4,5,1
8026,771,252,20418,2025-09-11,4,positive,The restaurant had fresh ingredients. Cuisine was mexican style. I ordered Garlic Bread and the experience was positive.,5,3,5,1
8027,13567,3765,20423,2024-03-29,4,positive,The restaurant had recommended for dinner. Cuisine was burger style. I ordered Hummus Plate and the experience was positive.,5,5,3,1
8028,4471,9221,20425,2025-02-15,4,positive,The restaurant had great atmosphere. Cuisine was cafe style. I ordered Pancakes and the experience was positive.,5,5,3,1
8029,4616,8223,20426,2024-12-07,4,positive,The restaurant had fresh ingredients. Cuisine was burger style. I ordered Tacos and the experience was positive.,4,3,3,1
8030,1410,2983,20427,2025-05-15,2,negative,The restaurant had food was cold. Cuisine was asian style. I ordered Seafood Paella and the experience was negative.,3,3,2,0
8031,8207,7159,20429,2025-07-21,5,positive,The restaurant had friendly staff. Cuisine was italian style. I ordered Ceviche and the experience was positive.,5,5,4,1
8032,10557,11547,20433,2025-09-02,5,positive,The restaurant had high value for money. Cuisine was vegan style. I ordered Tiramisu and the experience was positive.,4,4,4,1
8033,7007,7648,20438,2024-02-19,1,negative,The restaurant had too expensive. Cuisine was japanese style. I ordered Caesar Salad and the experience was negative.,1,1,2,0
8034,12133,7222,20440,2025-12-22,4,positive,The restaurant had fresh ingredients. Cuisine was greek style. I ordered Tiramisu and the experience was positive.,4,4,5,1
8035,442,11615,20441,2025-05-25,3,neutral,The restaurant had reasonable prices. Cuisine was asian style. I ordered Calamari and the experience was neutral.,3,4,4,0
8036,4122,6767,20442,2024-05-01,4,positive,The restaurant had friendly staff. Cuisine was greek style. I ordered Greek Salad and the experience was positive.,4,5,4,1
8037,13099,10286,20443,2025-12-22,4,positive,The restaurant had high value for money. Cuisine was mexican style. I ordered Greek Salad and the experience was positive.,4,5,4,1
8038,14924,4941,20444,2024-01-15,4,positive,The restaurant had excellent service. Cuisine was greek style. I ordered Green Curry and the experience was positive.,5,4,4,1
8039,2160,11669,20445,2025-07-16,2,negative,The restaurant had slow service. Cuisine was israeli style. I ordered Calamari and the experience was negative.,1,1,3,0
8040,11845,8176,20452,2024-05-17,5,positive,The restaurant had friendly staff. Cuisine was pizza style. I ordered Calamari and the experience was positive.,4,4,4,1
8041,1045,1652,20453,2025-07-14,2,negative,The restaurant had noisy place. Cuisine was greek style. I ordered Burrito and the experience was negative.,3,1,1,0
8042,277,4528,20454,2025-05-25,4,positive,The restaurant had friendly staff. Cuisine was italian style. I ordered Miso Soup and the experience was positive.,5,3,4,1
8043,13477,3958,20456,2025-09-22,1,negative,The restaurant had not clean enough. Cuisine was japanese style. I ordered Ceviche and the experience was negative.,2,2,2,0
8044,3667,3943,20458,2024-07-25,5,positive,The restaurant had fast delivery. Cuisine was mexican style. I ordered Cheesecake and the experience was positive.,5,5,4,1
8045,5137,5964,20466,2025-03-24,5,positive,The restaurant had friendly staff. Cuisine was seafood style. I ordered Nachos and the experience was positive.,5,5,4,1
8046,12495,9335,20468,2024-02-05,4,positive,The restaurant had friendly staff. Cuisine was mexican style. I ordered Souvlaki and the experience was positive.,3,5,5,1
8047,5626,5402,20470,2025-06-06,5,positive,The restaurant had great atmosphere. Cuisine was vegan style. I ordered Gnocchi and the experience was positive.,4,4,4,1
8048,8320,7370,20473,2025-01-19,5,positive,The restaurant had high value for money. Cuisine was mexican style. I ordered Teriyaki Bowl and the experience was positive.,4,5,4,1
8049,3625,3575,20474,2025-01-15,3,neutral,The restaurant had reasonable prices. Cuisine was seafood style. I ordered Mango Sticky Rice and the experience was neutral.,2,3,3,0
