order_id,customer_id,restaurant_id,order_datetime,order_channel,party_size,total_amount,discount_amount,delivery_minutes,order_status
20800,12164,2846,2024-08-21 18:37:00,delivery,4,109.18,0.0,75,completed
20801,14196,2478,2024-05-31 15:24:00,takeaway,7,425.29,0.0,0,completed
20802,1554,11065,2024-08-13 17:33:00,website,8,413.04,0.0,0,completed
20803,7205,2823,2024-12-25 14:47:00,takeaway,4,569.87,56.99,0,completed
20804,11389,3713,2024-12-09 20:11:00,dine_in,1,136.16,0.0,0,cancelled
20805,5780,1651,2024-07-12 10:39:00,delivery,5,71.69,7.17,28,completed
20806,3426,426,2025-07-16 14:24:00,app,6,75.0,0.0,0,completed
20807,12880,5868,2025-09-16 14:23:00,website,4,279.72,27.97,0,completed
20808,2992,9461,2025-10-15 14:21:00,dine_in,3,373.21,18.66,0,completed
20809,9033,6337,2025-05-15 13:35:00,delivery,5,181.78,9.09,63,completed
20810,4588,3653,2025-02-04 16:30:00,dine_in,8,286.14,42.92,0,cancelled
20811,13740,11140,2024-04-23 11:15:00,app,5,30.0,3.0,0,completed
20812,169,8244,2024-11-27 17:43:00,app,2,125.73,12.57,0,cancelled
20813,42,6861,2025-01-20 10:15:00,dine_in,5,166.84,0.0,0,completed
20814,12321,6984,2025-09-06 11:41:00,dine_in,8,76.94,0.0,0,completed
20815,13285,5732,2024-08-19 10:37:00,dine_in,2,447.43,44.74,0,completed
20816,1191,4969,2025-05-08 19:11:00,delivery,6,1002.56,0.0,55,completed
20817,745,1971,2024-12-19 20:18:00,dine_in,2,133.08,13.31,0,completed
20818,5481,2822,2025-08-02 15:54:00,dine_in,7,335.39,50.31,0,cancelled
20819,8447,1845,2024-04-17 22:56:00,dine_in,2,440.88,66.13,0,completed
20820,5645,6459,2024-10-07 20:33:00,dine_in,7,549.74,82.46,0,completed
20821,12267,3612,2024-10-12 10:16:00,dine_in,2,153.24,15.32,0,completed
20822,749,6802,2025-07-31 10:08:00,app,7,28.0,4.2,0,completed
20823,10335,97,2025-11-05 12:04:00,takeaway,1,180.6,9.03,0,completed
20824,443,8553,2025-02-26 15:43:00,takeaway,2,424.52,0.0,0,completed
20825,4156,112,2024-02-25 17:23:00,delivery,6,90.27,0.0,47,completed
20826,12440,9718,2024-04-30 14:41:00,app,7,61.74,0.0,0,completed
20827,10430,3139,2024-07-21 21:39:00,website,4,35.3,0.0,0,completed
20828,8080,6516,2024-08-29 13:41:00,dine_in,1,231.98,34.8,0,completed
20829,1640,2429,2025-04-18 20:58:00,dine_in,5,207.84,0.0,0,completed
20830,9836,443,2025-12-20 10:44:00,takeaway,1,815.24,122.29,0,completed
20831,13439,144,2025-01-25 23:34:00,delivery,6,534.77,53.48,41,completed
20832,12983,11597,2024-07-27 13:30:00,delivery,6,174.2,26.13,16,completed
20833,8206,3197,2025-02-28 19:33:00,delivery,8,214.66,10.73,60,completed
20834,3628,4164,2024-08-21 14:30:00,app,7,274.74,27.47,0,completed
20835,3937,1858,2025-11-29 12:34:00,delivery,6,117.1,0.0,43,completed
20836,6385,10767,2024-12-15 15:40:00,delivery,1,279.73,41.96,25,completed
20837,3751,8735,2024-07-22 16:18:00,dine_in,1,624.51,93.68,0,completed
20838,2235,1276,2025-02-12 20:48:00,app,3,565.13,0.0,0,completed
20839,7138,7026,2024-09-27 20:53:00,app,2,1088.98,54.45,0,completed
20840,14193,10177,2024-03-01 15:11:00,takeaway,4,371.94,37.19,0,completed
20841,10822,7712,2024-01-15 22:07:00,app,8,172.98,25.95,0,completed
20842,4266,2848,2024-05-26 19:09:00,takeaway,2,1031.61,0.0,0,completed
20843,990,4988,2025-01-05 13:27:00,app,5,37.68,0.0,0,completed
20844,9540,10312,2025-10-01 15:21:00,app,6,439.63,0.0,0,completed
20845,13584,6257,2024-09-20 19:43:00,dine_in,6,41.91,0.0,0,completed
20846,13433,6547,2024-06-19 18:35:00,dine_in,1,205.34,20.53,0,completed
20847,2924,5194,2024-03-08 10:22:00,delivery,8,579.86,57.99,65,completed
20848,9641,4764,2025-05-13 15:34:00,takeaway,1,122.36,0.0,0,completed
20849,11602,9391,2025-05-07 23:28:00,delivery,7,82.86,0.0,67,completed
20850,154,11909,2025-12-05 18:46:00,delivery,8,366.51,0.0,49,completed
20851,2422,10898,2025-06-17 16:30:00,app,1,72.78,0.0,0,completed
20852,383,28,2025-09-03 23:48:00,delivery,8,59.83,0.0,64,completed
20853,3035,119,2025-03-24 22:04:00,website,2,226.72,11.34,0,completed
20854,5567,7362,2025-03-15 19:07:00,app,4,121.5,6.08,0,cancelled
20855,1180,6478,2024-02-16 18:14:00,takeaway,5,542.96,0.0,0,completed
20856,10379,10034,2024-04-21 12:12:00,delivery,3,163.54,8.18,24,completed
20857,6111,7995,2024-11-24 10:25:00,dine_in,7,543.84,81.58,0,completed
20858,5901,1345,2024-09-04 22:12:00,takeaway,4,91.15,0.0,0,completed
20859,7442,10970,2024-04-29 15:09:00,delivery,6,226.74,0.0,19,completed
20860,10604,2734,2024-02-03 13:41:00,app,4,126.37,0.0,0,completed
20861,6019,4996,2024-07-28 20:57:00,takeaway,7,545.78,0.0,0,completed
20862,13091,10614,2024-05-11 12:04:00,delivery,4,1135.0,56.75,62,completed
20863,3155,8198,2024-05-17 16:17:00,dine_in,1,184.3,0.0,0,completed
20864,5599,4,2025-05-20 19:05:00,takeaway,4,58.74,8.81,0,completed
20865,7591,9127,2024-04-01 15:46:00,takeaway,1,168.09,0.0,0,completed
20866,10891,7005,2024-11-09 10:34:00,dine_in,6,487.55,48.76,0,cancelled
20867,8934,6925,2025-06-04 13:25:00,dine_in,1,299.56,29.96,0,completed
20868,1241,8037,2024-04-09 19:21:00,dine_in,3,171.64,25.75,0,completed
20869,11279,10093,2025-11-30 10:36:00,takeaway,4,619.57,0.0,0,completed
20870,4544,5121,2024-07-08 20:20:00,takeaway,6,403.2,0.0,0,completed
20871,13487,2831,2024-02-19 23:49:00,app,4,197.58,0.0,0,completed
20872,935,6434,2025-08-10 19:51:00,delivery,4,143.37,0.0,29,completed
20873,7483,11367,2025-07-01 14:46:00,dine_in,7,212.4,0.0,0,completed
20874,1532,963,2025-02-13 19:28:00,delivery,1,91.5,4.58,41,completed
20875,1494,3729,2025-12-20 21:52:00,delivery,6,303.35,45.5,52,completed
20876,7399,8258,2024-05-11 13:47:00,website,2,96.66,0.0,0,completed
20877,2103,11377,2024-08-13 13:36:00,dine_in,6,106.4,5.32,0,completed
20878,14938,872,2025-01-15 16:26:00,dine_in,5,705.89,0.0,0,completed
20879,14379,4748,2025-11-07 13:39:00,takeaway,8,286.74,0.0,0,completed
20880,12608,1417,2025-11-10 17:43:00,dine_in,8,538.48,80.77,0,completed
20881,556,3527,2025-04-30 12:59:00,dine_in,7,83.47,4.17,0,completed
20882,13772,11593,2024-05-13 16:44:00,delivery,8,390.61,0.0,35,cancelled
20883,3793,5917,2025-10-09 22:07:00,takeaway,6,214.0,32.1,0,completed
20884,8481,4729,2024-03-18 16:57:00,dine_in,3,81.71,0.0,0,completed
20885,14722,8262,2024-06-29 12:39:00,delivery,7,297.66,0.0,60,completed
20886,5723,6230,2025-10-12 22:00:00,dine_in,2,163.77,24.57,0,completed
20887,13476,10790,2024-04-08 12:38:00,dine_in,4,69.61,10.44,0,completed
20888,5948,7680,2024-08-17 15:32:00,dine_in,8,118.33,11.83,0,completed
20889,11673,11021,2024-01-25 23:41:00,delivery,8,53.97,2.7,70,completed
20890,3425,11174,2024-02-28 14:59:00,app,2,93.5,14.03,0,completed
20891,10908,7062,2024-09-21 17:08:00,dine_in,7,99.0,0.0,0,completed
20892,4539,11602,2024-02-03 18:31:00,takeaway,3,139.33,0.0,0,completed
20893,915,196,2024-10-31 21:37:00,delivery,7,793.01,39.65,25,completed
20894,2397,315,2025-08-31 22:59:00,delivery,1,130.46,0.0,61,completed
20895,6918,6468,2024-07-08 12:49:00,delivery,1,388.4,0.0,71,completed
20896,10286,10411,2024-07-15 15:58:00,dine_in,5,710.48,71.05,0,completed
20897,6966,8098,2025-09-09 12:57:00,dine_in,4,783.36,117.5,0,completed
20898,7694,9631,2024-08-10 18:08:00,delivery,7,110.83,16.62,70,completed
20899,2249,2106,2024-12-24 13:32:00,website,5,218.93,0.0,0,completed
20900,8771,11378,2024-04-28 22:56:00,delivery,6,181.03,27.15,57,completed
20901,443,1008,2025-01-06 20:01:00,website,2,1871.7,0.0,0,completed
20902,13762,3038,2024-02-29 20:39:00,delivery,8,90.35,0.0,73,completed
20903,4864,6165,2024-11-16 15:48:00,delivery,5,60.14,0.0,50,completed
20904,11814,11925,2025-07-20 23:53:00,takeaway,6,103.51,15.53,0,completed
20905,3690,3604,2024-07-10 22:56:00,app,1,81.98,8.2,0,completed
20906,1451,369,2025-03-22 23:05:00,delivery,2,169.66,8.48,36,refunded
20907,12953,11651,2025-08-14 22:30:00,dine_in,5,95.74,9.57,0,completed
20908,8945,11149,2025-01-31 12:41:00,dine_in,2,811.33,0.0,0,completed
20909,12734,2964,2025-10-13 22:59:00,delivery,6,158.18,0.0,49,completed
20910,5153,4402,2025-07-12 13:33:00,app,6,345.61,0.0,0,completed
20911,2539,10648,2025-06-25 23:03:00,delivery,2,522.12,0.0,56,completed
20912,1193,4356,2024-11-15 18:30:00,delivery,8,223.57,33.54,41,completed
20913,7648,3387,2025-03-16 11:41:00,dine_in,4,712.34,0.0,0,completed
20914,7867,7386,2024-11-16 14:05:00,website,1,160.73,0.0,0,completed
20915,2726,1412,2025-12-07 13:19:00,dine_in,5,576.67,0.0,0,cancelled
20916,1355,6921,2025-08-22 15:14:00,app,3,126.86,0.0,0,completed
20917,431,8686,2024-03-11 14:50:00,dine_in,5,92.34,0.0,0,completed
20918,1022,11433,2024-11-23 22:20:00,dine_in,7,240.46,0.0,0,completed
20919,433,5198,2025-01-12 11:03:00,dine_in,1,598.37,59.84,0,completed
20920,3375,5860,2024-08-15 20:23:00,delivery,4,197.72,9.89,20,completed
20921,1251,9962,2025-04-20 21:37:00,dine_in,4,411.79,0.0,0,completed
20922,10004,7962,2025-06-16 19:15:00,delivery,5,321.2,16.06,60,completed
20923,4862,11559,2024-12-14 15:25:00,delivery,3,428.17,0.0,23,completed
20924,8237,4829,2025-06-08 21:57:00,takeaway,5,346.3,0.0,0,completed
20925,11663,3421,2024-01-25 15:16:00,takeaway,8,179.77,0.0,0,completed
20926,7564,1848,2024-12-21 12:56:00,delivery,3,246.5,0.0,65,completed
20927,2887,6000,2024-05-06 12:09:00,app,8,46.89,0.0,0,completed
20928,4850,11029,2024-06-02 10:41:00,dine_in,2,581.25,87.19,0,completed
20929,9735,7193,2024-06-18 14:31:00,app,2,160.93,8.05,0,completed
20930,1470,9505,2025-07-15 23:37:00,dine_in,3,1164.91,174.74,0,completed
20931,3872,11714,2025-06-17 21:51:00,dine_in,2,218.82,0.0,0,completed
20932,14163,8681,2025-01-10 20:16:00,delivery,2,234.03,23.4,25,completed
20933,6924,809,2024-03-09 16:10:00,delivery,7,67.17,0.0,29,completed
20934,1111,6434,2025-01-31 10:11:00,delivery,4,289.26,0.0,41,completed
20935,2919,9999,2024-01-16 15:31:00,dine_in,3,590.95,29.55,0,completed
20936,14121,1406,2025-11-24 21:20:00,dine_in,6,675.44,67.54,0,completed
20937,14864,10109,2025-05-09 19:43:00,delivery,3,466.41,69.96,45,completed
20938,14665,98,2025-06-23 21:36:00,delivery,5,338.2,50.73,35,completed
20939,13968,7977,2024-10-02 19:28:00,delivery,1,157.5,15.75,71,completed
20940,7313,11033,2024-06-29 10:34:00,app,5,189.24,28.39,0,completed
20941,12047,4104,2025-05-26 21:47:00,app,1,685.38,102.81,0,completed
20942,2724,5725,2024-02-18 21:10:00,takeaway,5,129.14,12.91,0,completed
20943,918,2299,2024-11-13 23:45:00,app,1,264.24,0.0,0,completed
20944,10454,10722,2025-05-14 11:39:00,takeaway,8,158.97,0.0,0,completed
20945,8893,10169,2024-06-07 23:14:00,dine_in,8,947.1,142.06,0,completed
20946,10549,7615,2025-03-05 23:17:00,dine_in,6,116.81,0.0,0,refunded
20947,2528,10303,2024-06-08 11:49:00,dine_in,5,627.06,31.35,0,completed
20948,2225,705,2024-10-09 17:01:00,delivery,3,63.12,9.47,35,completed
20949,3675,7684,2025-06-16 20:10:00,takeaway,5,356.88,17.84,0,completed
20950,2583,2324,2025-12-23 22:10:00,takeaway,7,316.16,0.0,0,completed
20951,177,11297,2025-09-16 19:11:00,takeaway,3,1535.14,230.27,0,completed
20952,13674,276,2025-08-05 19:32:00,delivery,2,263.72,0.0,30,completed
20953,9865,4527,2024-01-21 16:16:00,dine_in,6,457.32,0.0,0,completed
20954,3062,4798,2025-11-19 10:36:00,app,8,495.39,24.77,0,completed
20955,3548,5301,2025-04-22 17:51:00,dine_in,6,231.24,0.0,0,completed
20956,9818,6892,2024-02-08 18:58:00,delivery,1,625.59,0.0,51,completed
20957,27,10788,2025-06-08 18:45:00,website,7,707.13,35.36,0,completed
20958,4629,9768,2025-09-28 15:23:00,takeaway,5,583.35,29.17,0,completed
20959,2939,5399,2024-02-17 21:44:00,delivery,4,205.56,0.0,31,completed
20960,3900,10738,2025-06-16 20:48:00,dine_in,2,37.94,1.9,0,completed
20961,6469,6700,2024-10-03 16:44:00,dine_in,4,166.01,8.3,0,completed
20962,2663,11243,2024-12-24 17:54:00,delivery,4,241.77,12.09,21,completed
20963,7915,1948,2024-02-15 12:01:00,delivery,7,199.74,19.97,45,completed
20964,2390,1530,2024-08-26 18:20:00,app,3,538.06,80.71,0,completed
20965,5288,537,2025-05-18 11:57:00,app,6,30.56,1.53,0,cancelled
20966,11162,4712,2025-09-02 17:59:00,dine_in,8,162.42,0.0,0,completed
20967,7270,5642,2025-02-06 22:13:00,dine_in,4,202.29,0.0,0,completed
20968,5255,5258,2025-08-07 15:40:00,dine_in,7,940.05,0.0,0,completed
20969,14821,328,2024-12-27 11:27:00,website,4,175.3,8.77,0,completed
20970,10521,10955,2025-04-05 18:52:00,website,2,153.94,15.39,0,completed
20971,14920,10878,2024-12-20 13:21:00,takeaway,1,94.48,4.72,0,completed
20972,8112,3290,2025-10-05 22:24:00,website,3,171.94,0.0,0,completed
20973,1852,5185,2025-05-01 13:07:00,delivery,2,563.78,84.57,31,completed
20974,10070,3203,2024-12-04 19:58:00,dine_in,1,135.8,13.58,0,completed
20975,14228,418,2024-12-26 11:33:00,delivery,1,308.4,0.0,72,completed
20976,1920,5236,2024-04-07 20:17:00,dine_in,6,52.62,0.0,0,completed
20977,6081,2439,2024-10-24 11:47:00,delivery,1,1761.34,0.0,40,completed
20978,2943,6859,2024-01-25 18:58:00,takeaway,1,158.34,0.0,0,cancelled
20979,2005,4317,2024-07-30 16:09:00,delivery,2,520.24,78.04,18,completed
20980,2827,7015,2025-06-17 13:51:00,delivery,4,173.43,0.0,63,completed
20981,2192,9603,2024-02-09 22:20:00,delivery,3,339.75,0.0,20,completed
20982,12000,7210,2024-12-18 15:43:00,delivery,5,342.17,0.0,74,completed
20983,11292,7027,2025-08-18 19:17:00,dine_in,8,420.94,42.09,0,completed
20984,14000,11172,2025-07-31 23:42:00,website,5,362.97,54.45,0,completed
20985,708,2067,2024-03-02 16:43:00,dine_in,7,347.88,0.0,0,completed
20986,8031,6329,2024-03-03 23:43:00,website,3,479.08,47.91,0,completed
20987,1113,2109,2025-12-27 21:21:00,website,6,151.83,7.59,0,completed
20988,1338,7921,2024-04-27 22:26:00,app,6,958.02,0.0,0,completed
20989,11912,8027,2024-09-17 10:26:00,dine_in,4,160.71,0.0,0,completed
20990,13161,10770,2025-05-19 22:20:00,app,6,57.56,0.0,0,completed
20991,1358,8418,2025-12-19 13:09:00,dine_in,2,115.43,0.0,0,completed
20992,841,4578,2024-03-10 20:33:00,app,2,393.45,0.0,0,completed
20993,11084,7279,2025-05-31 15:41:00,dine_in,7,475.17,71.28,0,completed
20994,6381,10962,2025-06-21 23:05:00,app,1,260.42,26.04,0,cancelled
20995,14664,268,2025-11-25 16:59:00,app,2,231.24,0.0,0,completed
20996,1650,8320,2025-11-26 16:17:00,delivery,7,1234.94,185.24,69,completed
20997,710,7999,2025-07-13 13:55:00,dine_in,7,267.14,0.0,0,completed
20998,13958,6988,2025-02-24 20:45:00,app,4,281.16,0.0,0,completed
20999,8094,8645,2024-12-03 19:04:00,takeaway,1,49.89,0.0,0,completed
21000,4163,3876,2024-01-02 18:45:00,delivery,2,190.08,19.01,27,completed
21001,1851,6243,2025-07-23 20:31:00,takeaway,7,108.18,0.0,0,completed
21002,11821,7769,2025-12-24 16:23:00,delivery,1,341.67,0.0,24,completed
21003,3875,7507,2025-04-08 17:49:00,app,8,529.8,26.49,0,completed
21004,14322,6171,2024-04-14 15:46:00,dine_in,6,53.61,0.0,0,completed
21005,4764,11991,2024-09-06 10:25:00,delivery,6,127.62,0.0,26,refunded
21006,842,10841,2024-09-11 18:05:00,takeaway,5,152.97,22.95,0,completed
21007,14314,10172,2025-11-13 18:32:00,website,4,188.79,28.32,0,completed
21008,12206,5295,2025-04-25 16:33:00,app,8,357.67,35.77,0,completed
21009,12559,6159,2025-12-27 14:02:00,app,5,122.22,12.22,0,completed
21010,3615,3805,2025-04-08 21:51:00,dine_in,4,283.71,0.0,0,completed
21011,4995,9547,2024-05-12 16:42:00,website,6,605.88,0.0,0,completed
21012,14366,8417,2024-09-30 21:44:00,app,1,137.0,0.0,0,completed
21013,6437,8015,2024-02-14 13:50:00,app,7,676.62,0.0,0,completed
21014,1577,1080,2024-05-20 16:23:00,website,2,59.69,0.0,0,completed
21015,872,5124,2024-09-10 15:40:00,delivery,5,235.74,23.57,47,completed
21016,10162,6601,2024-05-06 13:01:00,website,4,71.91,0.0,0,completed
21017,14890,6252,2024-03-03 11:48:00,dine_in,3,163.02,24.45,0,completed
21018,11156,5225,2024-06-17 14:26:00,takeaway,6,298.98,0.0,0,completed
21019,4364,10754,2025-03-06 22:18:00,app,7,119.37,0.0,0,completed
21020,14047,1326,2024-10-18 13:43:00,dine_in,1,540.81,81.12,0,completed
21021,8912,7929,2025-08-21 14:17:00,dine_in,5,582.85,29.14,0,completed
21022,14195,4601,2024-11-30 21:56:00,dine_in,1,600.94,30.05,0,completed
21023,8783,8846,2024-06-07 18:56:00,dine_in,8,166.17,0.0,0,completed
21024,14590,8741,2024-08-30 13:46:00,delivery,3,765.27,38.26,50,completed
21025,5224,9206,2025-10-19 13:56:00,app,8,504.96,0.0,0,completed
21026,4019,11468,2025-03-11 22:25:00,delivery,5,192.11,0.0,40,completed
21027,10154,11178,2025-07-16 21:50:00,takeaway,1,405.14,0.0,0,completed
21028,8128,9708,2025-04-05 20:20:00,dine_in,2,302.69,0.0,0,completed
21029,5509,9192,2025-12-25 22:22:00,delivery,3,49.66,0.0,35,completed
21030,8930,5515,2025-12-08 18:00:00,takeaway,2,1390.47,0.0,0,completed
21031,8603,6402,2024-01-24 13:14:00,dine_in,3,75.0,7.5,0,completed
21032,2893,1174,2025-05-01 12:33:00,website,3,188.8,0.0,0,completed
21033,838,385,2025-03-21 22:01:00,takeaway,2,117.11,17.57,0,completed
21034,10076,9494,2025-10-31 11:40:00,app,1,413.49,0.0,0,completed
21035,13080,8353,2024-06-16 16:06:00,dine_in,2,169.93,0.0,0,completed
21036,14421,6218,2025-07-02 18:34:00,dine_in,4,297.25,44.59,0,completed
21037,12609,907,2025-11-04 14:12:00,delivery,5,420.0,42.0,67,completed
21038,12872,5343,2024-04-14 22:28:00,delivery,4,272.71,13.64,16,completed
21039,10458,7774,2024-10-06 16:38:00,dine_in,4,438.41,0.0,0,completed
21040,12304,6111,2024-06-15 12:14:00,app,3,166.41,0.0,0,cancelled
21041,8946,1621,2025-05-12 14:31:00,dine_in,8,93.04,0.0,0,completed
21042,6318,8062,2024-11-29 21:23:00,delivery,3,334.15,33.41,65,completed
21043,14832,11033,2024-09-11 23:31:00,dine_in,3,130.83,0.0,0,completed
21044,6477,10226,2025-09-20 16:07:00,delivery,8,865.57,0.0,45,completed
21045,2466,3966,2025-12-28 22:26:00,dine_in,8,447.75,67.16,0,completed
21046,11636,6370,2024-12-31 19:27:00,app,8,147.12,22.07,0,completed
21047,852,3372,2024-02-15 15:11:00,delivery,1,155.88,0.0,65,completed
21048,9618,6268,2024-02-09 18:27:00,website,2,839.09,0.0,0,completed
21049,7102,11074,2025-03-26 18:30:00,dine_in,7,249.04,0.0,0,completed
21050,10799,9007,2024-09-09 21:10:00,dine_in,7,413.32,20.67,0,completed
21051,13345,10942,2024-03-21 16:38:00,dine_in,6,343.83,17.19,0,completed
21052,12647,1717,2025-12-28 22:51:00,takeaway,4,269.68,0.0,0,completed
21053,547,3108,2024-11-13 17:59:00,delivery,8,244.32,36.65,73,completed
21054,8278,1032,2024-06-25 16:26:00,dine_in,8,176.89,26.53,0,completed
21055,6189,10953,2025-04-27 16:45:00,dine_in,7,292.03,43.8,0,completed
21056,9181,11598,2024-05-16 11:24:00,dine_in,1,1049.88,0.0,0,completed
21057,9481,11762,2024-11-03 18:44:00,dine_in,5,757.21,37.86,0,completed
21058,12603,1104,2024-10-05 14:25:00,delivery,1,112.58,11.26,49,completed
21059,4189,440,2025-08-06 18:42:00,dine_in,3,57.78,0.0,0,completed
21060,956,151,2025-01-21 18:54:00,dine_in,7,806.5,40.33,0,completed
21061,5916,10383,2024-01-27 23:03:00,dine_in,4,571.44,0.0,0,completed
21062,6296,11084,2025-04-02 11:53:00,app,8,79.54,0.0,0,completed
21063,6366,3839,2024-04-22 10:30:00,delivery,1,207.0,31.05,17,completed
21064,6228,10065,2024-02-23 13:36:00,takeaway,7,202.59,10.13,0,completed
21065,4897,10851,2024-01-08 21:46:00,dine_in,6,107.4,0.0,0,completed
21066,8990,7884,2024-11-27 16:17:00,dine_in,6,259.81,25.98,0,completed
21067,11066,1471,2024-03-14 10:23:00,website,2,83.14,8.31,0,completed
21068,11792,3591,2025-12-17 23:24:00,delivery,8,208.44,31.27,53,completed
21069,1694,9454,2024-11-04 21:42:00,delivery,6,162.54,0.0,74,completed
21070,2308,2289,2024-07-28 12:59:00,dine_in,7,271.92,0.0,0,completed
21071,10061,5600,2024-04-30 18:58:00,delivery,4,666.61,66.66,65,completed
21072,14782,1432,2025-01-17 10:37:00,dine_in,4,641.01,32.05,0,completed
21073,506,8625,2024-05-13 21:55:00,dine_in,7,215.27,0.0,0,completed
21074,3064,10905,2024-09-08 17:58:00,delivery,2,124.11,18.62,59,completed
21075,6815,10557,2024-05-14 11:10:00,delivery,8,308.28,0.0,56,completed
21076,246,8787,2025-04-30 16:45:00,delivery,4,94.68,0.0,30,completed
21077,13170,9424,2025-12-03 21:42:00,delivery,4,143.74,0.0,22,completed
21078,202,9335,2024-01-01 10:52:00,takeaway,2,88.37,13.26,0,cancelled
21079,8839,10824,2025-04-15 22:34:00,delivery,4,123.04,0.0,22,completed
21080,9407,8571,2025-05-15 14:23:00,delivery,4,621.28,0.0,73,completed
21081,6799,4244,2024-01-18 20:19:00,delivery,3,133.17,19.98,15,completed
21082,6843,5200,2025-04-26 16:03:00,delivery,6,55.93,0.0,42,completed
21083,13172,10852,2025-01-29 14:18:00,dine_in,3,171.99,0.0,0,completed
21084,4570,6394,2024-04-06 10:20:00,delivery,7,91.24,0.0,13,completed
21085,14424,5560,2024-10-29 22:10:00,delivery,8,364.91,0.0,23,completed
21086,1600,4360,2024-10-06 10:49:00,dine_in,1,227.47,34.12,0,completed
21087,6777,3276,2024-01-26 10:22:00,dine_in,4,271.53,0.0,0,completed
21088,1017,283,2024-06-27 19:34:00,dine_in,5,136.6,20.49,0,completed
21089,13422,3001,2024-03-17 22:24:00,app,6,148.65,0.0,0,completed
21090,2707,9593,2024-02-12 15:39:00,website,3,30.0,4.5,0,completed
21091,7066,8257,2024-12-19 18:27:00,takeaway,4,186.92,0.0,0,cancelled
21092,11058,721,2025-06-18 18:54:00,takeaway,4,519.33,77.9,0,completed
21093,10201,10900,2025-02-24 10:08:00,takeaway,4,818.9,40.94,0,completed
21094,2919,2655,2025-07-18 21:51:00,delivery,1,226.51,22.65,24,completed
21095,4372,6554,2025-11-24 20:45:00,delivery,8,417.66,0.0,75,completed
21096,13496,2925,2025-09-16 13:21:00,takeaway,6,570.81,57.08,0,completed
21097,2267,4919,2025-04-28 18:14:00,dine_in,8,147.09,0.0,0,cancelled
21098,5166,9837,2024-05-12 22:03:00,delivery,5,94.45,14.17,38,completed
21099,14513,7943,2025-03-11 23:40:00,delivery,8,1561.92,0.0,21,completed
21100,1587,11,2025-01-16 10:29:00,delivery,3,295.85,0.0,16,cancelled
21101,1254,10487,2025-05-15 10:41:00,app,2,222.46,11.12,0,completed
21102,7372,1838,2025-06-05 12:33:00,app,4,238.21,11.91,0,completed
21103,11390,687,2024-07-15 22:40:00,takeaway,6,223.28,0.0,0,completed
21104,13497,2442,2025-11-09 10:14:00,dine_in,6,299.5,0.0,0,completed
21105,9935,10446,2025-07-13 18:09:00,delivery,2,414.16,20.71,36,completed
21106,8757,1667,2024-06-18 13:05:00,website,3,39.91,5.99,0,completed
21107,10714,8072,2024-05-13 12:46:00,delivery,4,174.17,26.13,54,completed
21108,738,6954,2024-02-14 20:57:00,app,7,303.87,0.0,0,completed
21109,14581,5190,2024-07-24 21:29:00,delivery,4,179.16,26.87,31,cancelled
21110,6890,6046,2024-11-05 10:51:00,delivery,8,253.83,0.0,66,completed
21111,2013,2920,2025-10-18 23:48:00,takeaway,6,305.99,30.6,0,completed
21112,6048,11848,2024-10-05 15:43:00,takeaway,1,310.22,46.53,0,completed
21113,6304,1441,2024-01-25 21:05:00,app,5,98.52,14.78,0,completed
21114,11192,5366,2024-01-11 18:18:00,dine_in,6,63.71,0.0,0,completed
21115,11163,10466,2025-06-21 14:24:00,takeaway,7,319.28,0.0,0,completed
21116,3797,3317,2025-09-09 21:01:00,delivery,2,65.3,0.0,37,completed
21117,10516,8675,2025-04-07 23:10:00,app,8,213.24,0.0,0,completed
21118,13594,3962,2024-01-28 12:37:00,app,1,45.0,0.0,0,completed
21119,8632,10892,2024-12-01 18:31:00,dine_in,8,1118.66,0.0,0,completed
21120,2135,11887,2025-11-24 16:07:00,delivery,7,565.2,0.0,52,completed
21121,5965,11739,2025-01-11 11:49:00,delivery,6,29.83,0.0,59,completed
21122,14711,6666,2025-12-09 16:00:00,dine_in,1,526.63,78.99,0,completed
21123,2226,9593,2025-09-21 14:28:00,dine_in,2,112.71,0.0,0,completed
21124,11892,6167,2025-12-14 10:58:00,delivery,3,273.8,27.38,35,completed
21125,10813,6167,2025-03-27 23:21:00,takeaway,5,260.84,39.13,0,completed
21126,7765,5939,2025-01-21 22:24:00,dine_in,6,457.14,0.0,0,completed
21127,7780,8831,2024-09-26 11:17:00,app,1,77.46,7.75,0,completed
21128,12567,9830,2025-12-30 23:21:00,delivery,4,146.3,0.0,23,completed
21129,11659,197,2024-07-05 15:07:00,delivery,1,236.17,0.0,60,completed
21130,3409,8239,2025-12-11 19:06:00,app,2,45.3,0.0,0,completed
21131,13238,6018,2024-03-03 18:18:00,app,2,881.69,0.0,0,completed
21132,6429,6791,2024-07-16 22:34:00,dine_in,5,729.8,0.0,0,completed
21133,4911,5549,2024-05-04 12:14:00,delivery,7,385.69,0.0,44,completed
21134,4914,3613,2025-06-29 15:40:00,website,8,460.11,0.0,0,completed
21135,4311,2964,2025-12-12 23:49:00,app,4,107.61,0.0,0,completed
21136,11917,5231,2024-08-04 15:45:00,delivery,6,222.86,0.0,69,completed
21137,12406,8135,2024-07-09 10:37:00,app,4,163.56,8.18,0,completed
21138,8476,1352,2024-05-09 10:22:00,takeaway,3,649.77,64.98,0,completed
21139,11502,1518,2024-03-03 15:52:00,dine_in,8,108.74,0.0,0,completed
