customer_id,age_group,city,preferred_cuisine,dietary_preference,signup_date
2417,55+,Petah Tikva,Japanese,gluten_free,2023-01-05
2418,25-34,Petah Tikva,Japanese,none,2025-02-08
2419,45-54,Petah Tikva,Indian,kosher,2024-07-18
2420,18-24,Eilat,Vegan,vegetarian,2024-12-18
2421,18-24,Tel Aviv,Indian,none,2025-03-07
2422,25-34,Netanya,Pizza,low_carb,2024-09-24
2423,25-34,Jerusalem,Asian,none,2023-12-11
2424,25-34,Haifa,Burger,vegan,2023-03-29
2425,35-44,Jerusalem,Sushi,vegan,2025-08-24
2426,25-34,Eilat,Indian,none,2024-10-13
2427,35-44,Tel Aviv,Steakhouse,low_carb,2023-01-24
2428,45-54,Herzliya,Asian,low_carb,2025-07-04
2429,18-24,Herzliya,Mediterranean,vegetarian,2023-08-14
2430,45-54,Netanya,Israeli,vegetarian,2023-11-02
2431,25-34,Kfar Saba,Asian,kosher,2023-03-21
2432,18-24,Petah Tikva,Greek,kosher,2024-07-13
2433,35-44,Rehovot,Sushi,vegan,2025-02-23
2434,55+,Netanya,Mediterranean,vegetarian,2025-03-03
2435,45-54,Rehovot,Indian,gluten_free,2024-12-27
2436,45-54,Jerusalem,Seafood,none,2023-12-26
2437,25-34,Rehovot,Italian,halal,2025-07-03
2438,55+,Ashdod,Mexican,low_carb,2023-01-15
2439,25-34,Beer Sheva,Cafe,gluten_free,2025-02-17
2440,25-34,Ashdod,Indian,vegetarian,2024-10-12
2441,55+,Haifa,Italian,low_carb,2023-02-27
2442,55+,Petah Tikva,Sushi,vegan,2025-06-19
2443,25-34,Petah Tikva,Pizza,halal,2023-10-31
2444,25-34,Beer Sheva,Burger,vegetarian,2023-01-15
2445,25-34,Beer Sheva,Cafe,kosher,2024-03-15
2446,18-24,Eilat,Japanese,kosher,2025-01-28
2447,35-44,Holon,Asian,vegan,2023-12-07
2448,35-44,Kfar Saba,Seafood,gluten_free,2025-07-09
2449,18-24,Eilat,Italian,kosher,2025-06-02
2450,35-44,Holon,Mediterranean,gluten_free,2023-03-03
2451,35-44,Jerusalem,Israeli,gluten_free,2023-08-18
2452,45-54,Tel Aviv,Vegan,vegan,2025-02-05
2453,45-54,Beer Sheva,Sushi,vegan,2024-06-26
2454,18-24,Eilat,Pizza,vegetarian,2024-03-22
2455,55+,Tel Aviv,Indian,halal,2024-12-06
2456,18-24,Eilat,Vegan,halal,2025-09-08
2457,35-44,Ramat Gan,Mexican,low_carb,2023-06-09
2458,55+,Rehovot,Vegan,vegan,2025-08-09
2459,35-44,Netanya,Burger,halal,2023-02-25
2460,45-54,Eilat,Mediterranean,vegan,2023-03-13
2461,18-24,Herzliya,Asian,halal,2024-07-11
2462,35-44,Rehovot,Cafe,vegan,2023-09-08
2463,18-24,Givatayim,Cafe,low_carb,2023-03-15
2464,18-24,Holon,Cafe,none,2025-06-24
2465,35-44,Jerusalem,Vegan,halal,2023-01-21
2466,25-34,Eilat,Italian,low_carb,2024-05-18
2467,35-44,Beer Sheva,Burger,vegan,2023-08-15
2468,55+,Holon,Pizza,vegetarian,2024-03-20
2469,25-34,Petah Tikva,Burger,halal,2024-09-06
2470,35-44,Eilat,Japanese,low_carb,2024-05-29
2471,45-54,Eilat,Mexican,halal,2025-01-04
2472,25-34,Eilat,Burger,vegetarian,2024-08-25
2473,18-24,Beer Sheva,Israeli,vegan,2024-02-23
2474,45-54,Eilat,Vegan,kosher,2023-03-13
2475,18-24,Herzliya,Mediterranean,gluten_free,2024-09-11
2476,45-54,Petah Tikva,Pizza,low_carb,2024-08-04
2477,18-24,Ramat Gan,Pizza,low_carb,2023-03-27
2478,25-34,Rishon LeZion,Greek,low_carb,2023-08-29
2479,35-44,Tel Aviv,Greek,vegetarian,2023-05-09
2480,25-34,Ramat Gan,Indian,low_carb,2023-12-29
2481,25-34,Netanya,Sushi,low_carb,2024-04-05
2482,18-24,Netanya,Pizza,low_carb,2025-08-12
2483,18-24,Kfar Saba,Pizza,gluten_free,2024-06-06
2484,45-54,Beer Sheva,Seafood,halal,2023-03-05
2485,55+,Eilat,Sushi,gluten_free,2024-01-27
2486,25-34,Eilat,Thai,vegetarian,2024-05-03
2487,55+,Tel Aviv,Cafe,low_carb,2025-08-07
2488,25-34,Kfar Saba,Mediterranean,halal,2024-04-22
2489,45-54,Ramat Gan,Pizza,vegetarian,2023-07-31
2490,18-24,Haifa,Seafood,halal,2025-03-15
2491,18-24,Herzliya,Burger,vegan,2023-06-27
2492,35-44,Kfar Saba,Japanese,halal,2023-02-01
2493,18-24,Herzliya,Pizza,vegetarian,2023-06-26
2494,18-24,Tel Aviv,Cafe,low_carb,2023-07-29
2495,35-44,Tel Aviv,Sushi,halal,2023-12-16
2496,55+,Tel Aviv,Seafood,vegan,2023-06-13
2497,45-54,Rehovot,Sushi,vegan,2023-03-17
2498,35-44,Netanya,Israeli,low_carb,2024-04-24
2499,55+,Holon,Japanese,none,2025-01-19
2500,18-24,Ashdod,Israeli,gluten_free,2023-02-17
2501,45-54,Rehovot,Vegan,vegan,2023-03-03
2502,55+,Eilat,Asian,halal,2024-01-27
2503,35-44,Beer Sheva,Japanese,none,2023-11-23
2504,35-44,Petah Tikva,Mexican,gluten_free,2025-04-20
2505,45-54,Haifa,Mexican,vegetarian,2023-10-14
2506,35-44,Ramat Gan,Indian,none,2025-08-04
2507,55+,Jerusalem,Thai,vegetarian,2024-10-20
2508,18-24,Kfar Saba,Seafood,low_carb,2025-08-08
2509,55+,Rehovot,Steakhouse,vegetarian,2024-05-07
2510,35-44,Kfar Saba,Thai,halal,2023-02-06
2511,35-44,Haifa,Seafood,vegetarian,2024-11-09
2512,55+,Givatayim,Thai,gluten_free,2024-07-29
2513,25-34,Ramat Gan,Vegan,kosher,2023-03-06
2514,55+,Ramat Gan,Burger,gluten_free,2023-09-23
2515,45-54,Tel Aviv,Greek,kosher,2025-03-22
2516,25-34,Jerusalem,Israeli,gluten_free,2024-08-02
2517,45-54,Netanya,Steakhouse,halal,2024-02-28
2518,45-54,Rehovot,Mexican,gluten_free,2024-10-06
2519,18-24,Beer Sheva,Indian,kosher,2025-03-19
2520,25-34,Kfar Saba,Japanese,vegetarian,2024-06-09
2521,25-34,Ashdod,Pizza,gluten_free,2023-09-18
2522,55+,Eilat,Cafe,halal,2024-06-19
2523,35-44,Herzliya,Indian,low_carb,2025-07-10
2524,55+,Givatayim,Sushi,kosher,2023-12-01
2525,35-44,Eilat,Thai,vegan,2025-06-13
2526,25-34,Netanya,Israeli,vegan,2024-05-14
2527,25-34,Ashdod,Indian,vegetarian,2023-03-17
2528,35-44,Kfar Saba,Italian,gluten_free,2023-04-22
2529,45-54,Eilat,Seafood,none,2023-03-09
2530,35-44,Netanya,Mexican,halal,2023-05-22
2531,35-44,Tel Aviv,Indian,kosher,2024-01-23
2532,25-34,Beer Sheva,Greek,vegan,2023-10-26
2533,35-44,Herzliya,Vegan,vegetarian,2025-06-21
2534,45-54,Eilat,Japanese,none,2024-02-13
2535,35-44,Givatayim,Thai,low_carb,2025-06-30
2536,18-24,Herzliya,Indian,gluten_free,2023-04-15
2537,55+,Haifa,Vegan,vegetarian,2024-03-09
2538,55+,Beer Sheva,Pizza,halal,2024-05-18
2539,25-34,Kfar Saba,Mediterranean,gluten_free,2024-04-07
2540,55+,Jerusalem,Pizza,none,2023-03-09
2541,45-54,Ashdod,Italian,kosher,2023-09-27
2542,35-44,Rishon LeZion,Seafood,none,2024-05-24
2543,45-54,Eilat,Sushi,low_carb,2024-02-13
2544,55+,Ashdod,Cafe,halal,2024-08-30
2545,25-34,Kfar Saba,Vegan,gluten_free,2023-11-15
2546,35-44,Givatayim,Seafood,vegan,2023-08-27
2547,55+,Netanya,Greek,vegan,2025-08-03
2548,25-34,Kfar Saba,Italian,gluten_free,2024-04-07
2549,35-44,Herzliya,Mediterranean,vegan,2023-11-02
2550,55+,Tel Aviv,Sushi,vegetarian,2024-10-15
2551,25-34,Jerusalem,Vegan,gluten_free,2023-05-24
2552,35-44,Beer Sheva,Japanese,gluten_free,2023-09-26
2553,55+,Holon,Cafe,gluten_free,2024-04-18
2554,25-34,Givatayim,Mediterranean,low_carb,2023-07-28
2555,45-54,Herzliya,Japanese,halal,2024-11-23
2556,35-44,Eilat,Asian,halal,2024-07-29
2557,45-54,Petah Tikva,Sushi,gluten_free,2023-08-21
2558,55+,Ashdod,Thai,none,2025-08-30
2559,55+,Herzliya,Seafood,none,2023-06-14
2560,18-24,Netanya,Italian,none,2023-03-24
2561,35-44,Petah Tikva,Sushi,halal,2025-07-30
2562,25-34,Jerusalem,Cafe,halal,2024-08-28
2563,45-54,Rehovot,Cafe,none,2024-05-01
2564,45-54,Rishon LeZion,Cafe,halal,2023-06-26
2565,18-24,Rehovot,Mediterranean,gluten_free,2025-04-29
2566,55+,Rehovot,Japanese,gluten_free,2025-07-10
2567,45-54,Givatayim,Steakhouse,none,2023-09-15
2568,18-24,Tel Aviv,Pizza,vegan,2025-01-29
2569,55+,Tel Aviv,Greek,vegetarian,2025-07-27
2570,25-34,Givatayim,Steakhouse,kosher,2023-05-26
2571,45-54,Netanya,Israeli,vegan,2024-10-23
2572,25-34,Petah Tikva,Japanese,none,2023-01-03
2573,45-54,Rehovot,Cafe,vegan,2023-01-01
2574,45-54,Beer Sheva,Pizza,kosher,2023-02-28
2575,55+,Petah Tikva,Pizza,gluten_free,2023-02-19
2576,35-44,Tel Aviv,Cafe,none,2024-04-19
2577,18-24,Rishon LeZion,Italian,low_carb,2024-02-28
2578,35-44,Beer Sheva,Pizza,halal,2023-06-10
2579,35-44,Beer Sheva,Mediterranean,halal,2023-08-19
2580,18-24,Kfar Saba,Mediterranean,kosher,2024-01-13
2581,18-24,Netanya,Burger,low_carb,2023-09-13
2582,45-54,Herzliya,Seafood,none,2023-01-10
2583,55+,Ramat Gan,Israeli,kosher,2024-07-29
2584,25-34,Tel Aviv,Israeli,vegetarian,2024-06-13
2585,35-44,Givatayim,Asian,gluten_free,2023-07-25
2586,45-54,Givatayim,Pizza,vegetarian,2025-04-08
2587,18-24,Netanya,Vegan,vegan,2024-02-19
2588,25-34,Holon,Asian,gluten_free,2023-02-25
2589,55+,Netanya,Sushi,vegetarian,2024-05-27
2590,18-24,Ashdod,Mediterranean,halal,2025-01-20
2591,35-44,Herzliya,Sushi,vegetarian,2025-06-01
2592,45-54,Rehovot,Pizza,none,2025-06-16
2593,55+,Kfar Saba,Thai,vegan,2024-12-13
2594,18-24,Holon,Seafood,none,2024-09-21
2595,45-54,Netanya,Italian,low_carb,2025-04-29
2596,25-34,Holon,Mexican,vegan,2023-07-30
2597,25-34,Beer Sheva,Italian,gluten_free,2025-06-21
2598,55+,Eilat,Cafe,vegetarian,2023-06-29
2599,35-44,Tel Aviv,Mediterranean,none,2025-08-28
2600,18-24,Rehovot,Cafe,low_carb,2023-01-21
2601,18-24,Ramat Gan,Vegan,vegan,2023-10-25
2602,55+,Netanya,Sushi,none,2024-02-19
2603,35-44,Rehovot,Japanese,halal,2025-03-20
2604,18-24,Tel Aviv,Greek,kosher,2024-10-27
2605,55+,Rishon LeZion,Indian,low_carb,2023-03-02
2606,55+,Haifa,Pizza,kosher,2025-06-08
2607,55+,Kfar Saba,Steakhouse,low_carb,2024-09-18
2608,35-44,Petah Tikva,Thai,low_carb,2024-02-04
2609,25-34,Jerusalem,Greek,none,2023-05-17
2610,35-44,Beer Sheva,Mediterranean,halal,2024-03-24
2611,35-44,Haifa,Cafe,gluten_free,2024-07-03
2612,45-54,Herzliya,Seafood,none,2023-08-20
2613,45-54,Petah Tikva,Cafe,vegan,2024-03-15
2614,35-44,Tel Aviv,Israeli,kosher,2023-12-10
2615,25-34,Ramat Gan,Seafood,vegetarian,2024-08-24
2616,45-54,Eilat,Burger,vegan,2023-08-19
2617,55+,Netanya,Italian,vegan,2024-07-09
2618,35-44,Ashdod,Asian,kosher,2024-05-23
2619,45-54,Tel Aviv,Vegan,low_carb,2025-03-27
2620,55+,Tel Aviv,Pizza,low_carb,2024-06-09
2621,35-44,Rishon LeZion,Cafe,kosher,2025-02-16
2622,18-24,Herzliya,Asian,gluten_free,2025-08-18
2623,25-34,Beer Sheva,Israeli,vegan,2024-10-30
2624,55+,Holon,Asian,gluten_free,2023-11-01
2625,55+,Rishon LeZion,Mediterranean,halal,2025-08-21
2626,45-54,Tel Aviv,Seafood,vegan,2024-12-24
2627,45-54,Beer Sheva,Mexican,kosher,2023-08-01
2628,18-24,Ramat Gan,Asian,vegetarian,2025-07-08
2629,55+,Beer Sheva,Indian,halal,2025-04-30
2630,25-34,Eilat,Asian,none,2023-11-05
2631,45-54,Netanya,Seafood,vegetarian,2025-03-11
2632,18-24,Herzliya,Thai,kosher,2025-09-26
2633,45-54,Ashdod,Asian,low_carb,2025-06-26
2634,25-34,Eilat,Pizza,none,2024-06-22
2635,35-44,Eilat,Burger,none,2023-11-28
2636,55+,Givatayim,Vegan,vegetarian,2024-01-23
2637,45-54,Beer Sheva,Vegan,vegetarian,2023-10-26
2638,18-24,Rehovot,Mexican,vegetarian,2023-09-18
2639,55+,Haifa,Vegan,gluten_free,2024-05-07
2640,18-24,Jerusalem,Mediterranean,vegetarian,2023-06-07
2641,45-54,Petah Tikva,Cafe,kosher,2024-06-02
2642,55+,Ramat Gan,Sushi,vegetarian,2025-02-04
2643,55+,Holon,Israeli,gluten_free,2024-08-10
2644,18-24,Herzliya,Israeli,none,2023-08-15
2645,25-34,Netanya,Burger,gluten_free,2023-10-04
2646,45-54,Petah Tikva,Pizza,gluten_free,2024-10-20
2647,45-54,Ashdod,Cafe,vegetarian,2024-12-21
2648,45-54,Netanya,Mediterranean,vegan,2023-04-23
2649,35-44,Herzliya,Greek,vegetarian,2024-10-02
2650,35-44,Holon,Mediterranean,kosher,2024-03-24
2651,18-24,Beer Sheva,Steakhouse,kosher,2023-01-06
2652,35-44,Netanya,Sushi,none,2023-12-09
2653,18-24,Petah Tikva,Japanese,low_carb,2025-03-04
2654,35-44,Petah Tikva,Vegan,low_carb,2024-02-18
2655,35-44,Holon,Cafe,halal,2025-02-22
2656,18-24,Kfar Saba,Greek,vegetarian,2024-06-23
2657,25-34,Petah Tikva,Thai,vegetarian,2025-07-15
2658,45-54,Ashdod,Sushi,gluten_free,2025-03-19
2659,45-54,Tel Aviv,Vegan,vegetarian,2023-06-21
2660,18-24,Rishon LeZion,Greek,halal,2024-02-28
2661,35-44,Ashdod,Israeli,vegetarian,2024-11-08
2662,35-44,Ramat Gan,Mediterranean,kosher,2025-07-27
2663,45-54,Kfar Saba,Indian,kosher,2025-09-07
2664,18-24,Ramat Gan,Asian,none,2023-03-29
2665,35-44,Rishon LeZion,Burger,low_carb,2023-07-07
2666,35-44,Beer Sheva,Vegan,kosher,2025-07-29
2667,25-34,Beer Sheva,Mediterranean,vegan,2024-06-15
2668,55+,Tel Aviv,Seafood,vegetarian,2024-12-23
2669,18-24,Herzliya,Seafood,vegan,2025-03-12
2670,18-24,Jerusalem,Vegan,low_carb,2024-03-04
2671,18-24,Rishon LeZion,Israeli,halal,2023-06-05
2672,35-44,Holon,Indian,halal,2024-03-18
2673,25-34,Herzliya,Thai,none,2023-12-26
2674,35-44,Beer Sheva,Italian,none,2023-03-06
2675,18-24,Tel Aviv,Steakhouse,vegan,2023-06-12
2676,25-34,Kfar Saba,Thai,low_carb,2023-01-08
2677,18-24,Beer Sheva,Italian,kosher,2023-10-14
2678,25-34,Rishon LeZion,Thai,none,2025-04-19
2679,35-44,Ramat Gan,Mexican,vegan,2025-04-19
2680,25-34,Petah Tikva,Sushi,gluten_free,2024-11-06
2681,25-34,Tel Aviv,Sushi,low_carb,2024-04-07
2682,55+,Beer Sheva,Sushi,low_carb,2024-07-31
2683,35-44,Eilat,Sushi,low_carb,2025-03-02
2684,25-34,Ashdod,Seafood,halal,2025-08-30
2685,45-54,Beer Sheva,Burger,halal,2024-11-02
2686,25-34,Jerusalem,Seafood,vegetarian,2023-08-23
2687,45-54,Givatayim,Vegan,vegetarian,2023-04-18
2688,25-34,Ashdod,Burger,halal,2025-05-20
2689,55+,Haifa,Cafe,vegan,2025-09-22
2690,18-24,Beer Sheva,Vegan,gluten_free,2023-01-13
2691,45-54,Givatayim,Italian,gluten_free,2024-01-10
2692,35-44,Rishon LeZion,Steakhouse,gluten_free,2025-07-16
2693,45-54,Netanya,Sushi,vegetarian,2024-08-26
2694,35-44,Ashdod,Indian,gluten_free,2023-06-05
2695,35-44,Ramat Gan,Japanese,kosher,2023-09-03
2696,35-44,Eilat,Pizza,gluten_free,2024-05-07
2697,18-24,Jerusalem,Mediterranean,halal,2025-07-19
2698,18-24,Givatayim,Seafood,gluten_free,2025-06-20
2699,35-44,Ashdod,Japanese,gluten_free,2024-07-27
2700,45-54,Kfar Saba,Greek,vegan,2023-04-01
2701,25-34,Givatayim,Asian,kosher,2024-05-28
2702,25-34,Eilat,Steakhouse,low_carb,2025-08-18
2703,35-44,Petah Tikva,Italian,vegan,2024-06-07
2704,45-54,Ashdod,Burger,none,2024-07-18
2705,35-44,Petah Tikva,Indian,none,2024-07-31
2706,25-34,Herzliya,Mediterranean,vegan,2025-03-07
2707,18-24,Rishon LeZion,Mediterranean,vegetarian,2024-02-03
2708,18-24,Ramat Gan,Japanese,none,2025-09-09
2709,25-34,Jerusalem,Japanese,gluten_free,2025-07-21
2710,35-44,Rehovot,Burger,low_carb,2024-03-27
2711,45-54,Tel Aviv,Pizza,vegan,2025-06-29
2712,25-34,Eilat,Vegan,halal,2024-02-02
2713,18-24,Netanya,Sushi,gluten_free,2024-09-16
2714,25-34,Haifa,Greek,kosher,2024-01-28
2715,45-54,Jerusalem,Vegan,vegan,2025-04-13
2716,18-24,Jerusalem,Japanese,vegan,2025-09-07
2717,25-34,Ashdod,Asian,none,2023-12-28
2718,45-54,Rishon LeZion,Greek,vegan,2025-07-01
2719,25-34,Rehovot,Indian,vegetarian,2024-10-23
2720,35-44,Eilat,Seafood,vegetarian,2025-06-07
2721,35-44,Petah Tikva,Greek,kosher,2023-02-06
2722,35-44,Petah Tikva,Greek,halal,2024-08-19
2723,55+,Holon,Asian,gluten_free,2024-06-07
2724,25-34,Beer Sheva,Seafood,kosher,2024-06-14
2725,35-44,Haifa,Burger,vegan,2024-09-30
2726,25-34,Petah Tikva,Sushi,vegan,2024-03-25
2727,25-34,Givatayim,Seafood,vegetarian,2024-02-22
2728,18-24,Givatayim,Cafe,none,2025-04-10
2729,45-54,Rishon LeZion,Pizza,low_carb,2024-09-28
2730,55+,Petah Tikva,Cafe,halal,2023-04-19
2731,35-44,Petah Tikva,Seafood,none,2023-01-30
2732,45-54,Ramat Gan,Seafood,gluten_free,2025-01-27
2733,35-44,Jerusalem,Pizza,kosher,2024-06-30
2734,55+,Eilat,Indian,kosher,2025-01-23
2735,45-54,Givatayim,Seafood,none,2025-04-08
2736,18-24,Rishon LeZion,Thai,vegetarian,2024-04-16
2737,25-34,Holon,Israeli,gluten_free,2024-06-19
2738,55+,Haifa,Thai,vegan,2024-04-10
2739,18-24,Holon,Thai,vegetarian,2023-03-01
2740,25-34,Jerusalem,Burger,vegetarian,2025-09-22
2741,35-44,Petah Tikva,Pizza,gluten_free,2025-04-03
2742,25-34,Givatayim,Cafe,kosher,2024-09-23
2743,45-54,Tel Aviv,Steakhouse,gluten_free,2023-08-10
2744,18-24,Kfar Saba,Greek,low_carb,2023-08-16
2745,18-24,Kfar Saba,Vegan,gluten_free,2025-08-01
2746,25-34,Petah Tikva,Pizza,vegetarian,2025-08-04
2747,55+,Eilat,Burger,gluten_free,2024-03-11
2748,55+,Petah Tikva,Burger,halal,2023-10-12
2749,55+,Beer Sheva,Israeli,none,2024-06-05
2750,45-54,Holon,Mediterranean,halal,2023-05-10
2751,25-34,Jerusalem,Israeli,halal,2024-09-19
2752,18-24,Rehovot,Burger,vegetarian,2023-02-06
2753,18-24,Holon,Thai,vegetarian,2023-05-07
2754,18-24,Ramat Gan,Vegan,low_carb,2025-04-10
2755,45-54,Holon,Vegan,low_carb,2024-12-20
2756,18-24,Herzliya,Asian,none,2023-11-09
2757,55+,Ramat Gan,Mediterranean,low_carb,2023-04-09
2758,55+,Jerusalem,Israeli,halal,2023-04-15
2759,55+,Petah Tikva,Mediterranean,vegan,2023-11-07
2760,18-24,Kfar Saba,Steakhouse,gluten_free,2024-01-09
2761,55+,Beer Sheva,Greek,low_carb,2024-02-16
2762,45-54,Eilat,Sushi,vegetarian,2023-09-20
2763,25-34,Haifa,Mexican,none,2025-09-06
2764,25-34,Petah Tikva,Thai,vegan,2023-04-05
2765,18-24,Rehovot,Steakhouse,vegetarian,2025-08-06
2766,45-54,Givatayim,Thai,none,2024-10-06
2767,18-24,Herzliya,Greek,none,2023-02-24
2768,18-24,Rishon LeZion,Italian,vegan,2023-08-23
2769,18-24,Holon,Cafe,gluten_free,2023-05-04
2770,25-34,Beer Sheva,Sushi,none,2025-07-17
2771,25-34,Herzliya,Asian,kosher,2023-10-10
2772,55+,Ramat Gan,Sushi,gluten_free,2024-06-05
2773,55+,Ramat Gan,Japanese,halal,2024-06-07
2774,55+,Givatayim,Thai,low_carb,2023-03-23
2775,55+,Herzliya,Mediterranean,none,2025-07-09
2776,45-54,Ramat Gan,Pizza,halal,2024-02-02
2777,55+,Rishon LeZion,Israeli,low_carb,2023-05-06
2778,45-54,Herzliya,Thai,gluten_free,2024-12-26
2779,35-44,Kfar Saba,Sushi,kosher,2025-02-06
2780,55+,Tel Aviv,Pizza,gluten_free,2025-03-16
2781,55+,Tel Aviv,Seafood,gluten_free,2023-11-15
2782,35-44,Holon,Seafood,halal,2024-12-10
2783,25-34,Tel Aviv,Japanese,vegan,2024-02-01
2784,35-44,Netanya,Sushi,kosher,2025-08-05
2785,18-24,Tel Aviv,Mediterranean,halal,2023-06-07
2786,45-54,Rehovot,Italian,vegetarian,2024-09-09
2787,35-44,Rehovot,Seafood,gluten_free,2024-05-16
2788,45-54,Rehovot,Japanese,halal,2023-08-15
2789,35-44,Ashdod,Cafe,none,2025-06-08
2790,45-54,Holon,Greek,vegan,2025-05-19
2791,45-54,Ramat Gan,Sushi,none,2025-06-10
2792,55+,Jerusalem,Asian,kosher,2023-07-21
2793,45-54,Netanya,Italian,kosher,2025-09-24
2794,18-24,Ramat Gan,Cafe,gluten_free,2025-01-10
2795,35-44,Givatayim,Pizza,vegan,2025-05-15
2796,18-24,Givatayim,Asian,vegetarian,2025-09-10
2797,18-24,Petah Tikva,Italian,vegetarian,2024-02-26
2798,18-24,Beer Sheva,Greek,halal,2023-08-06
2799,45-54,Haifa,Asian,halal,2023-01-29
2800,45-54,Rishon LeZion,Vegan,halal,2025-06-20
2801,45-54,Ramat Gan,Israeli,kosher,2025-06-15
2802,18-24,Kfar Saba,Seafood,low_carb,2025-05-05
2803,18-24,Herzliya,Asian,low_carb,2023-01-01
2804,45-54,Holon,Cafe,kosher,2023-10-26
2805,18-24,Givatayim,Vegan,vegan,2025-05-29
2806,45-54,Kfar Saba,Greek,vegan,2024-08-16
2807,18-24,Holon,Asian,halal,2024-10-21
2808,18-24,Petah Tikva,Cafe,low_carb,2023-02-04
2809,25-34,Jerusalem,Israeli,gluten_free,2024-06-20
2810,18-24,Jerusalem,Pizza,vegetarian,2023-03-08
2811,45-54,Haifa,Indian,kosher,2024-05-23
2812,55+,Netanya,Asian,vegan,2024-11-09
2813,45-54,Tel Aviv,Pizza,vegetarian,2023-09-23
2814,55+,Herzliya,Mexican,none,2024-11-28
2815,55+,Eilat,Thai,halal,2024-02-09
2816,35-44,Haifa,Cafe,low_carb,2023-05-10
2817,18-24,Kfar Saba,Seafood,low_carb,2024-06-01
2818,55+,Tel Aviv,Japanese,gluten_free,2024-10-15
2819,45-54,Tel Aviv,Sushi,gluten_free,2024-12-06
2820,18-24,Holon,Burger,vegetarian,2023-08-29
2821,25-34,Jerusalem,Vegan,low_carb,2024-02-19
2822,35-44,Holon,Sushi,vegetarian,2023-02-25
2823,25-34,Givatayim,Asian,vegan,2023-09-16
2824,45-54,Jerusalem,Greek,halal,2023-06-19
2825,55+,Herzliya,Israeli,none,2025-04-24
2826,18-24,Rishon LeZion,Mediterranean,vegan,2024-07-18
2827,55+,Tel Aviv,Sushi,none,2023-06-21
2828,25-34,Petah Tikva,Sushi,vegan,2024-02-18
2829,45-54,Herzliya,Burger,vegetarian,2025-02-01
2830,35-44,Holon,Vegan,vegetarian,2025-08-03
2831,55+,Netanya,Thai,gluten_free,2024-03-06
2832,18-24,Herzliya,Indian,halal,2023-04-05
2833,35-44,Kfar Saba,Israeli,vegan,2024-02-18
2834,35-44,Kfar Saba,Indian,kosher,2023-12-26
2835,45-54,Kfar Saba,Seafood,halal,2025-01-10
2836,35-44,Herzliya,Japanese,vegan,2024-12-30
2837,45-54,Eilat,Mexican,halal,2023-01-21
2838,45-54,Beer Sheva,Japanese,none,2024-06-06
2839,35-44,Rishon LeZion,Sushi,low_carb,2025-01-04
2840,18-24,Netanya,Cafe,vegan,2023-06-18
2841,18-24,Rehovot,Pizza,vegetarian,2025-09-18
2842,18-24,Ashdod,Japanese,vegetarian,2024-02-27
2843,55+,Jerusalem,Thai,vegan,2023-11-17
2844,18-24,Rishon LeZion,Italian,kosher,2024-01-26
2845,45-54,Ramat Gan,Israeli,halal,2023-01-16
2846,25-34,Holon,Thai,vegetarian,2025-04-12
2847,45-54,Rishon LeZion,Steakhouse,low_carb,2023-02-10
2848,25-34,Eilat,Vegan,halal,2025-06-29
2849,55+,Holon,Burger,vegetarian,2023-09-08
2850,18-24,Tel Aviv,Greek,halal,2023-01-06
2851,45-54,Rishon LeZion,Thai,vegan,2023-03-30
2852,25-34,Tel Aviv,Mediterranean,halal,2023-01-11
2853,25-34,Givatayim,Greek,gluten_free,2024-06-21
2854,25-34,Jerusalem,Indian,none,2023-08-13
2855,35-44,Eilat,Mediterranean,gluten_free,2023-06-16
2856,25-34,Eilat,Cafe,kosher,2025-04-15
2857,18-24,Ashdod,Greek,none,2025-04-15
2858,25-34,Rehovot,Sushi,low_carb,2023-01-11
2859,18-24,Herzliya,Seafood,vegetarian,2025-06-22
2860,55+,Rishon LeZion,Asian,none,2024-10-06
2861,45-54,Herzliya,Seafood,low_carb,2025-02-13
2862,35-44,Beer Sheva,Steakhouse,halal,2023-09-26
2863,25-34,Eilat,Italian,none,2025-09-26
2864,55+,Ramat Gan,Burger,vegan,2025-07-17
2865,25-34,Kfar Saba,Greek,none,2024-07-13
2866,45-54,Holon,Cafe,vegetarian,2025-06-22
2867,25-34,Holon,Greek,none,2025-08-03
2868,18-24,Eilat,Asian,gluten_free,2024-02-13
2869,35-44,Kfar Saba,Burger,vegetarian,2024-08-13
2870,55+,Jerusalem,Vegan,kosher,2024-01-28
2871,45-54,Netanya,Steakhouse,vegetarian,2023-12-31
2872,35-44,Jerusalem,Italian,vegan,2023-05-23
2873,45-54,Ramat Gan,Vegan,vegetarian,2025-07-13
2874,55+,Haifa,Asian,halal,2025-08-10
2875,45-54,Beer Sheva,Steakhouse,kosher,2025-04-02
2876,25-34,Ramat Gan,Mexican,none,2023-02-04
2877,18-24,Rishon LeZion,Sushi,gluten_free,2023-03-14
2878,45-54,Eilat,Thai,vegan,2024-07-24
2879,35-44,Haifa,Vegan,gluten_free,2024-06-10
2880,18-24,Tel Aviv,Japanese,vegetarian,2025-08-19
2881,35-44,Haifa,Sushi,none,2024-09-21
2882,18-24,Rehovot,Steakhouse,low_carb,2023-02-10
2883,55+,Givatayim,Japanese,vegetarian,2023-05-05
2884,18-24,Givatayim,Greek,low_carb,2025-05-16
2885,55+,Beer Sheva,Sushi,none,2023-06-11
2886,55+,Herzliya,Italian,gluten_free,2024-07-11
